Origin,DepDelayMinutes,Flights,Lat,Lng,Year,Month
GNV,22.299999999999983,200,29.69,-82.27167,2016,5
GPT,13.0,265,30.40722,-89.07,2016,5
GRB,7.0,328,44.48472,-88.12972,2016,5
GRK,11.400000000000006,139,31.06722,-97.82889,2016,5
GRR,12.0,827,42.8838888889,-85.5294444444,2016,5
GSO,28.099999999999966,558,36.09778,-79.93722,2016,5
GSP,23.600000000000023,688,34.89556,-82.21889,2016,5
GTF,0.0,117,47.482,-111.3706833,2016,5
GTR,9.200000000000003,89,33.450333,-88.5913667,2016,5
GUM,13.0,31,13.48389,144.79722,2016,5
HDN,14.0,31,40.48111,-107.21778,2016,5
HIB,4.799999999999997,84,47.38667,-92.83889,2016,5
HLN,0.0,146,46.606806,-111.98275,2016,5
HNL,10.0,3999,21.3258333333,-157.9216666667,2016,5
HOB,1.4000000000000057,57,32.6875,-103.21694,2016,5
HOU,36.0,4433,29.6455555556,-95.2788888889,2016,5
HPN,28.0,606,41.06694,-73.7075,2016,5
HRL,34.80000000000007,260,26.22861,-97.65444,2016,5
HSV,17.0,348,34.63722,-86.775,2016,5
HYA,9.999999999999998,15,41.66944,-70.28028,2016,5
HYS,39.0,53,38.84222,-99.27306,2016,5
IAD,24.0,2919,38.9519444444,-77.4480555556,2016,5
IAG,16.7,26,43.10722,-78.94611,2016,5
IAH,39.0,11840,29.9855555556,-95.3422222222,2016,5
ICT,25.0,619,37.649944,-97.43306,2016,5
IDA,3.0,206,43.513722,-112.07075,2016,5
ILM,3.0,179,34.27056,-77.9025,2016,5
IMT,53.199999999999974,57,45.81833,-88.11444,2016,5
IND,21.0,2450,39.7172222222,-86.2944444444,2016,5
INL,4.000000000000021,53,48.56611,-93.40306,2016,5
ISN,7.0,149,48.17806,-103.64222,2016,5
ISP,20.0,445,40.79528,-73.10028,2016,5
ITH,9.5,86,42.49111,-76.45833,2016,5
ITO,13.0,516,19.72028,-155.04833,2016,5
JAC,5.999999999999972,185,43.6069444444,-110.7377777778,2016,5
JAN,26.80000000000001,437,32.31111,-90.07583,2016,5
JAX,28.0,1599,30.4908333333,-81.6833333333,2016,5
JFK,27.800000000000182,8356,40.6441666667,-73.7822222222,2016,5
JLN,22.69999999999998,62,37.15194,-94.49833,2016,5
JMS,13.800000000000026,75,46.92972,-98.67833,2016,5
JNU,8.0,391,58.355,-134.57639,2016,5
KOA,8.0,994,19.7388888889,-156.0455555556,2016,5
KTN,13.999999999999972,215,55.35556,-131.71389,2016,5
LAN,21.200000000000017,171,42.778639,-84.586194,2016,5
LAR,10.0,53,41.31194,-105.675,2016,5
LAS,28.0,12944,36.08,-115.1533333333,2016,5
LAW,7.400000000000006,65,34.5675,-98.41639,2016,5
LAX,34.0,17692,33.9425222,-118.4071611,2016,5
LBB,25.0,379,33.66361,-101.82278,2016,5
LBE,17.10000000000001,85,40.27472,-79.40667,2016,5
LCH,3.999999999999986,105,30.12611,-93.22333,2016,5
LEX,19.0,411,38.03639,-84.60583,2016,5
LFT,30.0,251,30.20528,-91.9875,2016,5
LGA,35.0,8032,40.7747222222,-73.8719444444,2016,5
LGB,31.0,858,33.81778,-118.15167,2016,5
LIH,8.0,975,21.9786111111,-159.3422222222,2016,5
LIT,22.200000000000045,743,34.72944,-92.22444,2016,5
LNK,4.0,295,40.85111,-96.75917,2016,5
LRD,4.5,201,27.54389,-99.46167,2016,5
LSE,0.4000000000000057,87,43.87917,-91.25667,2016,5
LWS,0.0,59,46.3744972,-117.0153944,2016,5
MAF,19.0,503,31.9425,-102.20194,2016,5
MBS,59.59999999999998,95,43.53278,-84.07972,2016,5
MCI,28.0,3902,39.29749999,-94.71388888,2016,5
MCO,31.0,10550,28.4286111111,-81.3086111111,2016,5
MDT,32.0,253,40.19361,-76.76333,2016,5
MDW,31.0,7546,41.7861111111,-87.7525,2016,5
MEI,23.10000000000001,84,32.3325,-88.75194,2016,5
MEM,27.0,1170,35.0436111111,-89.9763888889,2016,5
MFE,42.40000000000009,198,26.17583,-98.23861,2016,5
MFR,51.10000000000005,266,42.374222,-122.8735,2016,5
MGM,15.300000000000011,208,32.30056,-86.39389,2016,5
MHT,11.399999999999977,669,42.9283333333,-71.4375,2016,5
MIA,45.0,6114,25.7941666667,-80.2855555556,2016,5
MKE,19.0,2766,42.9469444444,-87.9022222222,2016,5
MKG,74.4,58,43.1694861,-86.238222,2016,5
MLB,17.0,143,28.10278,-80.64528,2016,5
MLI,18.30000000000004,264,41.44861,-90.5075,2016,5
MLU,52.400000000000006,279,32.51083,-92.03778,2016,5
MOB,11.300000000000011,391,30.69139,-88.24278,2016,5
MOT,0.0,202,48.25944,-101.28028,2016,5
MQT,0.0,57,46.35361,-87.39528,2016,5
MRY,4.0,212,36.58694,-121.84306,2016,5
MSN,13.400000000000091,586,43.13972,-89.3375,2016,5
MSO,3.4000000000000057,239,46.91639,-114.09056,2016,5
MSP,16.0,11005,44.8816666667,-93.2208333333,2016,5
MSY,27.0,3942,29.9933333333,-90.2580555556,2016,5
MTJ,0.0,31,38.5097944,-107.8942417,2016,5
MVY,12.0,31,41.39306,-70.61444,2016,5
MYR,24.200000000000045,604,33.67972,-78.92833,2016,5
OAJ,14.5,117,34.82917,-77.61222,2016,5
OAK,26.0,4035,37.7213888889,-122.2208333333,2016,5
OGG,11.0,1898,20.8922222222,-156.4380555556,2016,5
OKC,27.0,1303,35.39306,-97.60083,2016,5
OMA,22.0,1499,41.3011111111,-95.8902777778,2016,5
OME,4.0,61,64.51222,-165.44528,2016,5
ONT,34.0,1739,34.05611,-117.60111,2016,5
ORD,42.0,21602,41.97805555,-87.90611111,2016,5
ORF,31.800000000000068,967,36.8944444444,-76.2008333333,2016,5
ORH,35.19999999999999,62,42.26722,-71.87583,2016,5
OTH,72.2,18,43.4163888889,-124.2466666667,2016,5
OTZ,6.200000000000003,62,66.8905555556,-162.6041666667,2016,5
PAH,57.00000000000017,58,37.06028,-88.77306,2016,5
PBG,42.20000000000004,27,44.65083,-73.46806,2016,5
PBI,41.0,1902,26.6830555556,-80.0955555556,2016,5
PDX,16.300000000000182,4959,45.5875,-122.5933333333,2016,5
PHF,14.599999999999994,93,37.13194,-76.49306,2016,5
PHL,28.0,6448,39.8686111111,-75.2483333333,2016,5
PHX,23.0,13670,33.4341666667,-112.011666667,2016,5
PIA,14.199999999999989,271,40.66417,-89.69333,2016,5
PIB,3.8000000000000043,53,31.46722,-89.33694,2016,5
PIH,3.0,81,42.909806,-112.595917,2016,5
PIT,17.5,2150,40.4913888889,-80.2327777778,2016,5
PLN,13.599999999999994,88,45.57083,-84.79667,2016,5
PNS,22.30000000000001,500,30.47333,-87.18667,2016,5
PPG,20.59999999999999,10,-14.3316666667,-170.7113888889,2016,5
PSC,15.0,332,46.2646778,-119.119028,2016,5
PSE,2.5999999999999943,73,18.00833,-66.56306,2016,5
PSG,6.899999999999999,62,56.80167,-132.94528,2016,5
PSP,37.80000000000007,843,33.829667,-116.506694,2016,5
PVD,13.0,1097,41.72389,-71.42833,2016,5
PWM,23.0,488,43.6458333333,-70.3091666667,2016,5
RAP,6.200000000000017,239,44.04528,-103.05722,2016,5
RDD,80.0,92,40.50889,-122.29333,2016,5
RDM,28.80000000000001,55,44.254333,-121.149972,2016,5
RDU,25.0,3202,35.8772222222,-78.7888888889,2016,5
RHI,1.200000000000017,89,45.63139,-89.4675,2016,5
RIC,29.299999999999955,1325,37.505,-77.3241666667,2016,5
RKS,25.400000000000006,57,41.59417,-109.06528,2016,5
RNO,29.0,1109,39.49917,-119.76806,2016,5
ROA,23.60000000000005,199,37.325472,-79.975417,2016,5
ROC,13.0,606,43.1188888889,-77.6725,2016,5
ROW,8.600000000000001,35,33.30167,-104.53056,2016,5
RST,14.999999999999972,118,43.90833,-92.5,2016,5
RSW,29.0,2039,26.5361111111,-81.7552777778,2016,5
SAF,31.10000000000001,89,35.61722,-106.08944,2016,5
SAN,24.0,6574,32.7336111111,-117.1897222222,2016,5
SAT,25.700000000000273,2719,29.5266666667,-98.4719444444,2016,5
SAV,31.100000000000023,570,32.1275,-81.20194,2016,5
SBA,61.400000000000034,514,34.42611,-119.84028,2016,5
SBN,16.0,432,41.70833,-86.31722,2016,5
SBP,29.0,307,35.23694,-120.64194,2016,5
SCC,0.0,80,70.19472,-148.46528,2016,5
SCE,54.80000000000001,61,40.84917,-77.84861,2016,5
SDF,26.0,946,38.17444,-85.73611,2016,5
SEA,15.0,11500,47.4488888889,-122.309444444,2016,5
SFO,44.0,14899,37.6180555556,-122.3786111111,2016,5
SGF,18.400000000000034,255,37.24556,-93.38861,2016,5
SGU,8.200000000000017,180,37.0375,-113.5036111111,2016,5
SHV,18.200000000000045,501,32.44667,-93.82556,2016,5
SIT,9.0,114,57.04722,-135.36167,2016,5
SJC,25.0,3507,37.3627777778,-121.9291666667,2016,5
SJT,100.0,91,31.35778,-100.49639,2016,5
SJU,25.09999999999991,2300,18.4380555556,-66.0044444444,2016,5
SLC,14.0,9044,40.7861111111,-111.9822222222,2016,5
SMF,22.0,3532,38.6955555556,-121.5908333333,2016,5
SMX,45.8,62,34.89889,-120.4575,2016,5
SNA,26.0,3643,33.6755555556,-117.8683333333,2016,5
SPI,52.000000000000256,150,39.84417,-89.67806,2016,5
SPS,9.700000000000017,93,33.98889,-98.49194,2016,5
SRQ,32.0,246,27.39556,-82.55444,2016,5
STL,31.0,4644,38.7472222222,-90.3613888889,2016,5
STT,16.399999999999977,430,18.3369444444,-64.9730555556,2016,5
STX,18.0,101,17.70167,-64.80167,2016,5
SUN,2.0,57,43.50389,-114.29556,2016,5
SWF,23.0,62,41.50417,-74.10472,2016,5
SYR,20.600000000000136,520,43.1127777778,-76.1119444444,2016,5
TLH,13.100000000000051,205,30.3952777778,-84.3452777778,2016,5
TPA,27.0,5712,27.9755555556,-82.5333333333,2016,5
TRI,13.5,176,36.4752139,-82.4074194,2016,5
TTN,19.10000000000005,185,40.27667,-74.81333,2016,5
TUL,22.0,1144,36.19833,-95.88806,2016,5
TUS,20.100000000000136,1276,32.11611,-110.94111,2016,5
TVC,12.199999999999989,139,44.74139,-85.58222,2016,5
TWF,0.0,87,42.4818028,-114.4877333,2016,5
TXK,44.0,87,33.45361,-93.99111,2016,5
TYR,0.0,1,32.3542125,-95.40241917,2016,5
TYS,23.600000000000023,591,35.81111,-83.99389,2016,5
UST,93.90000000000003,30,29.95861111,-81.33888888,2016,5
VLD,41.5,86,30.78139,-83.27611,2016,5
VPS,15.0,365,30.4833333333,-86.5252777778,2016,5
WRG,1.8999999999999986,62,56.48444,-132.36972,2016,5
WYS,35.0,6,44.68833,-111.11778,2016,5
XNA,21.0,540,36.28194,-94.30694,2016,5
YAK,2.0,61,59.50333,-139.66028,2016,5
YUM,0.0,174,32.65667,-114.60611,2016,5
ABE,41.2000000000001,167,40.65194,-75.44056,2017,3
ABQ,27.600000000000136,1483,35.0402777778,-106.6091666667,2017,3
ABR,8.0,62,45.44917,-98.42194,2017,3
ABY,28.80000000000001,89,31.53556,-84.19444,2017,3
ACT,9.600000000000009,120,31.61139,-97.23056,2017,3
ACV,61.400000000000006,93,40.97806,-124.10861,2017,3
ACY,17.0,310,39.4575,-74.57722,2017,3
ADK,0.0,9,51.87806,-176.64611,2017,3
ADQ,14.79999999999999,49,57.75,-152.49389,2017,3
AEX,43.39999999999992,289,31.3275,-92.54861,2017,3
AGS,31.40000000000012,210,33.37,-81.9641666667,2017,3
ALB,20.600000000000023,835,42.74583333,-73.80527777,2017,3
AMA,16.099999999999994,243,35.21944,-101.70583,2017,3
ANC,13.0,1222,61.1741666667,-149.9816666667,2017,3
APN,22.0,54,45.07806,-83.56028,2017,3
ASE,71.0,791,39.22306,-106.86889,2017,3
ATL,25.0,32457,33.6394444444,-84.4280555556,2017,3
ATW,30.0,150,44.25806,-88.51917,2017,3
AUS,26.0,4143,30.1944444444,-97.67,2017,3
AVL,51.2000000000001,306,35.43611,-82.54167,2017,3
AVP,32.0,108,41.33833,-75.72333,2017,3
AZO,64.0,294,42.235,-85.55194,2017,3
BDL,24.0,1822,41.9388888889,-72.6833333333,2017,3
BET,13.300000000000026,85,60.7797222222,-161.8380555556,2017,3
BFL,10.199999999999989,156,35.43361,-119.05667,2017,3
BGM,69.60000000000001,82,42.20861,-75.97972,2017,3
BGR,171.30000000000007,20,44.80722,-68.82806,2017,3
BHM,23.0,1009,33.5616666667,-86.7530555556,2017,3
BIL,0.9000000000000057,274,45.80778,-108.54278,2017,3
BIS,46.60000000000005,117,46.77278,-100.74583,2017,3
BJI,17.699999999999996,62,47.51083,-94.93472,2017,3
BLI,9.0,78,48.79275,-122.537528,2017,3
BMI,74.79999999999998,170,40.47722,-88.91583,2017,3
BNA,33.0,4541,36.12666666,-86.68194444,2017,3
BOI,27.0,1265,43.5644444444,-116.2227777778,2017,3
BOS,46.0,10596,42.3616666667,-71.0116666667,2017,3
BQK,83.79999999999998,89,31.25889,-81.46639,2017,3
BQN,66.60000000000005,140,18.495,-67.12944,2017,3
BRD,7.700000000000003,54,46.39833,-94.13806,2017,3
BRO,20.0,111,25.90694,-97.42583,2017,3
BRW,25.400000000000006,79,71.28556,-156.76611,2017,3
BTM,0.0,58,45.95472,-112.4975,2017,3
BTR,46.0,554,30.53278,-91.15,2017,3
BTV,50.80000000000001,265,44.47194,-73.15333,2017,3
BUF,39.0,1497,42.9405555556,-78.7322222222,2017,3
BUR,29.40000000000009,2086,34.2005555556,-118.3586111111,2017,3
BWI,26.0,8368,39.1791666667,-76.6688888889,2017,3
BZN,21.100000000000023,403,45.7775,-111.15306,2017,3
CAE,22.80000000000001,349,33.93889,-81.11944,2017,3
CAK,32.0,581,40.91611,-81.44222,2017,3
CDC,12.700000000000003,54,37.70083,-113.09889,2017,3
CDV,18.0,62,60.49167,-145.4775,2017,3
CHA,58.0,474,35.03528,-85.20389,2017,3
CHO,82.79999999999998,199,38.138639,-78.452861,2017,3
CHS,32.0,1053,32.89861,-80.04056,2017,3
CID,58.99999999999997,275,41.884694,-91.710806,2017,3
CIU,13.400000000000013,58,46.25083,-84.4725,2017,3
CLE,42.30000000000018,2793,41.4075,-81.8511111111,2017,3
CLL,0.0,109,30.58861,-96.36389,2017,3
CLT,28.0,9739,35.2138888889,-80.9430555556,2017,3
CMH,26.0,2051,39.995,-82.8891666667,2017,3
CMX,30.400000000000063,62,47.16833,-88.48917,2017,3
COD,0.0,62,44.52028,-109.02389,2017,3
COS,50.200000000000045,717,38.80583,-104.70083,2017,3
COU,0.0,26,38.81806,-92.21972,2017,3
CPR,9.200000000000017,85,42.90806,-106.46444,2017,3
CRP,27.5,279,27.77028,-97.50111,2017,3
CRW,48.900000000000006,204,38.37306,-81.59306,2017,3
CSG,70.89999999999999,119,32.51639,-84.93889,2017,3
CVG,19.0,1419,39.0527777778,-84.6616666667,2017,3
CWA,99.40000000000016,142,44.7775,-89.6666667,2017,3
DAB,13.700000000000017,185,29.18,-81.05806,2017,3
DAL,29.0,5958,32.84722,-96.85167,2017,3
DAY,27.0,446,39.9025,-84.21944,2017,3
DCA,27.0,6571,38.8491666667,-77.0413888889,2017,3
DEN,32.0,18659,39.8533333333,-104.6755555556,2017,3
DFW,38.0,15496,32.8980555556,-97.0408333333,2017,3
DHN,53.300000000000026,120,31.32111,-85.44944,2017,3
DLH,20.900000000000006,217,46.84222,-92.19361,2017,3
DRO,0.0,96,37.15139,-107.75389,2017,3
DSM,27.0,682,41.53389,-93.66306,2017,3
DTW,36.0,10901,42.2083333333,-83.3566666667,2017,3
DVL,209.0,54,48.11444,-98.90861,2017,3
EAU,28.999999999999986,58,44.86583,-91.48417,2017,3
ECP,13.0,400,30.3416666667,-85.7972222222,2017,3
EGE,33.80000000000007,320,39.6425,-106.91778,2017,3
EKO,3.300000000000047,58,40.825,-115.79167,2017,3
ELM,87.99999999999991,71,42.16,-76.89167,2017,3
ELP,23.399999999999977,941,31.80722,-106.3775,2017,3
ERI,23.599999999999994,140,42.08194,-80.17611,2017,3
ESC,33.0,54,45.72278,-87.09361,2017,3
EUG,24.400000000000006,278,44.12306,-123.21861,2017,3
EVV,30.399999999999977,301,38.03694,-87.5325,2017,3
EWN,14.600000000000037,59,35.07306,-77.04306,2017,3
EWR,67.0,9908,40.6897222222,-74.175,2017,3
EYW,19.80000000000001,187,24.5558333333,-81.7591666667,2017,3
FAI,5.999999999999972,176,64.815,-147.8563888889,2017,3
FAR,20.600000000000023,300,46.92056,-96.81583,2017,3
FAT,43.0,676,36.77611,-119.71806,2017,3
FAY,33.60000000000002,124,34.99111,-78.88028,2017,3
FCA,10.400000000000006,167,48.31056,-114.25611,2017,3
FLG,3.9000000000000057,124,35.14028,-111.66917,2017,3
FLL,44.0,8545,26.0716666667,-80.1472222222,2017,3
FNT,13.699999999999989,434,42.96556,-83.74361,2017,3
FSD,14.5,359,43.58194,-96.74194,2017,3
FSM,8.200000000000017,90,35.33667,-94.3675,2017,3
FWA,58.2000000000001,500,40.97833,-85.195,2017,3
GCC,0.0,90,44.34889,-105.53944,2017,3
GCK,5.500000000000007,62,37.9275,-100.72444,2017,3
GEG,16.0,805,47.62,-117.53389,2017,3
GFK,9.5,117,47.94917,-97.17611,2017,3
GJT,0.0,235,39.1225,-108.52667,2017,3
GNV,31.80000000000001,203,29.69,-82.27167,2017,3
GPT,9.700000000000017,213,30.40722,-89.07,2017,3
GRB,43.60000000000002,397,44.48472,-88.12972,2017,3
GRK,46.80000000000024,165,31.06722,-97.82889,2017,3
GRR,21.200000000000045,1023,42.8838888889,-85.5294444444,2017,3
GSO,63.30000000000001,487,36.09778,-79.93722,2017,3
GSP,17.600000000000023,403,34.89556,-82.21889,2017,3
GTF,1.0,132,47.482,-111.3706833,2017,3
GTR,25.000000000000014,89,33.450333,-88.5913667,2017,3
GUC,14.800000000000004,43,38.53389,-106.93306,2017,3
GUM,49.0,31,13.48389,144.79722,2017,3
HDN,16.900000000000006,162,40.48111,-107.21778,2017,3
HIB,5.400000000000006,55,47.38667,-92.83889,2017,3
HLN,1.5999999999999943,145,46.606806,-111.98275,2017,3
HNL,15.0,4034,21.3258333333,-157.9216666667,2017,3
HOB,7.6000000000000085,54,32.6875,-103.21694,2017,3
HOU,30.0,4648,29.6455555556,-95.2788888889,2017,3
HPN,42.0,602,41.06694,-73.7075,2017,3
HRL,9.400000000000006,228,26.22861,-97.65444,2017,3
HSV,11.300000000000011,309,34.63722,-86.775,2017,3
HYS,0.0,54,38.84222,-99.27306,2017,3
IAD,28.700000000000273,2770,38.9519444444,-77.4480555556,2017,3
IAG,27.200000000000003,76,43.10722,-78.94611,2017,3
IAH,33.0,11543,29.9855555556,-95.3422222222,2017,3
ICT,30.40000000000009,709,37.649944,-97.43306,2017,3
IDA,8.0,195,43.513722,-112.07075,2017,3
IFP,7.0,31,35.1575,-114.55944,2017,3
ILM,19.599999999999994,205,34.27056,-77.9025,2017,3
IMT,19.799999999999997,58,45.81833,-88.11444,2017,3
IND,26.0,2347,39.7172222222,-86.2944444444,2017,3
INL,0.0,53,48.56611,-93.40306,2017,3
ISN,21.80000000000001,79,48.17806,-103.64222,2017,3
ISP,18.0,409,40.79528,-73.10028,2017,3
ITH,20.700000000000003,81,42.49111,-76.45833,2017,3
ITO,16.0,501,19.72028,-155.04833,2017,3
JAC,40.39999999999998,337,43.6069444444,-110.7377777778,2017,3
JAN,12.900000000000034,386,32.31111,-90.07583,2017,3
JAX,17.799999999999955,1552,30.4908333333,-81.6833333333,2017,3
JFK,58.0,8312,40.6441666667,-73.7822222222,2017,3
JMS,41.800000000000125,85,46.92972,-98.67833,2017,3
JNU,38.0,329,58.355,-134.57639,2017,3
KOA,18.0,1171,19.7388888889,-156.0455555556,2017,3
KTN,47.19999999999999,182,55.35556,-131.71389,2017,3
LAN,30.0,345,42.778639,-84.586194,2017,3
LAR,0.0,54,41.31194,-105.675,2017,3
LAS,32.0,12857,36.08,-115.1533333333,2017,3
LAW,93.0,31,34.5675,-98.41639,2017,3
LAX,51.0,18077,33.9425222,-118.4071611,2017,3
LBB,23.69999999999999,358,33.66361,-101.82278,2017,3
LBE,40.8,122,40.27472,-79.40667,2017,3
LCH,2.0,139,30.12611,-93.22333,2017,3
LEX,57.50000000000006,515,38.03639,-84.60583,2017,3
LFT,61.5,343,30.20528,-91.9875,2017,3
LGA,79.0,8310,40.7747222222,-73.8719444444,2017,3
LGB,45.90000000000009,1416,33.81778,-118.15167,2017,3
LIH,18.0,1018,21.9786111111,-159.3422222222,2017,3
LIT,18.0,676,34.72944,-92.22444,2017,3
LNK,10.0,267,40.85111,-96.75917,2017,3
LRD,51.0,205,27.54389,-99.46167,2017,3
LSE,79.20000000000005,167,43.87917,-91.25667,2017,3
LWS,2.200000000000017,49,46.3744972,-117.0153944,2017,3
MAF,28.900000000000034,520,31.9425,-102.20194,2017,3
MBS,18.0,212,43.53278,-84.07972,2017,3
MCI,22.0,3894,39.29749999,-94.71388888,2017,3
MCO,32.0,12240,28.4286111111,-81.3086111111,2017,3
MDT,19.0,256,40.19361,-76.76333,2017,3
MDW,28.0,7302,41.7861111111,-87.7525,2017,3
MEI,66.80000000000015,85,32.3325,-88.75194,2017,3
MEM,23.0,1284,35.0436111111,-89.9763888889,2017,3
MFE,8.600000000000023,173,26.17583,-98.23861,2017,3
MFR,45.10000000000008,232,42.374222,-122.8735,2017,3
MGM,37.0,233,32.30056,-86.39389,2017,3
MHT,21.0,466,42.9283333333,-71.4375,2017,3
MIA,40.30000000000018,6192,25.7941666667,-80.2855555556,2017,3
MKE,30.0,2865,42.9469444444,-87.9022222222,2017,3
MKG,22.60000000000001,58,43.1694861,-86.238222,2017,3
MLB,12.0,142,28.10278,-80.64528,2017,3
MLI,49.0,216,41.44861,-90.5075,2017,3
MLU,21.600000000000023,249,32.51083,-92.03778,2017,3
MMH,67.5,31,37.62404861,-118.8377722,2017,3
MOB,23.19999999999999,372,30.69139,-88.24278,2017,3
MOT,12.499999999999993,44,48.25944,-101.28028,2017,3
MQT,93.00000000000009,89,46.35361,-87.39528,2017,3
MRY,49.70000000000002,266,36.58694,-121.84306,2017,3
MSN,36.30000000000007,870,43.13972,-89.3375,2017,3
MSO,3.8000000000000114,143,46.91639,-114.09056,2017,3
MSP,29.0,11214,44.8816666667,-93.2208333333,2017,3
MSY,32.0,3997,29.9933333333,-90.2580555556,2017,3
MTJ,33.60000000000002,163,38.5097944,-107.8942417,2017,3
MYR,69.0,494,33.67972,-78.92833,2017,3
OAJ,10.400000000000006,89,34.82917,-77.61222,2017,3
OAK,32.0,4061,37.7213888889,-122.2208333333,2017,3
OGG,21.0,2133,20.8922222222,-156.4380555556,2017,3
OKC,21.0,1197,35.39306,-97.60083,2017,3
OMA,20.0,1709,41.3011111111,-95.8902777778,2017,3
OME,14.200000000000003,62,64.51222,-165.44528,2017,3
ONT,30.0,1718,34.05611,-117.60111,2017,3
ORD,47.0,21993,41.97805555,-87.90611111,2017,3
ORF,22.0,828,36.8944444444,-76.2008333333,2017,3
ORH,47.19999999999999,59,42.26722,-71.87583,2017,3
OTH,92.0,18,43.4163888889,-124.2466666667,2017,3
OTZ,27.200000000000003,62,66.8905555556,-162.6041666667,2017,3
PAH,43.5,58,37.06028,-88.77306,2017,3
PBG,57.000000000000014,62,44.65083,-73.46806,2017,3
PBI,46.0,2715,26.6830555556,-80.0955555556,2017,3
PDX,24.0,4947,45.5875,-122.5933333333,2017,3
PGD,18.800000000000004,58,26.91972,-81.99056,2017,3
PHF,44.80000000000007,92,37.13194,-76.49306,2017,3
PHL,34.0,6357,39.8686111111,-75.2483333333,2017,3
PHX,25.0,14367,33.4341666667,-112.011666667,2017,3
PIA,47.0,315,40.66417,-89.69333,2017,3
PIB,66.00000000000009,54,31.46722,-89.33694,2017,3
PIH,1.0,85,42.909806,-112.595917,2017,3
PIT,23.0,2303,40.4913888889,-80.2327777778,2017,3
PLN,28.0,77,45.57083,-84.79667,2017,3
PNS,15.300000000000011,459,30.47333,-87.18667,2017,3
PPG,14.200000000000003,9,-14.3316666667,-170.7113888889,2017,3
PSC,3.2000000000001023,301,46.2646778,-119.119028,2017,3
PSE,11.000000000000028,62,18.00833,-66.56306,2017,3
PSG,69.8,62,56.80167,-132.94528,2017,3
PSP,43.0,1144,33.829667,-116.506694,2017,3
PVD,22.0,1175,41.72389,-71.42833,2017,3
PWM,50.0,458,43.6458333333,-70.3091666667,2017,3
RAP,14.099999999999994,203,44.04528,-103.05722,2017,3
RDD,67.0,93,40.50889,-122.29333,2017,3
RDM,28.80000000000001,248,44.254333,-121.149972,2017,3
RDU,29.0,2948,35.8772222222,-78.7888888889,2017,3
RHI,6.899999999999999,62,45.63139,-89.4675,2017,3
RIC,36.700000000000045,1338,37.505,-77.3241666667,2017,3
RKS,13.5,58,41.59417,-109.06528,2017,3
RNO,30.0,1311,39.49917,-119.76806,2017,3
ROA,49.0,151,37.325472,-79.975417,2017,3
ROC,35.0,666,43.1188888889,-77.6725,2017,3
ROW,0.0,31,33.30167,-104.53056,2017,3
RST,98.89999999999989,194,43.90833,-92.5,2017,3
RSW,32.0,4095,26.5361111111,-81.7552777778,2017,3
SAF,29.200000000000003,122,35.61722,-106.08944,2017,3
SAN,26.0,6802,32.7336111111,-117.1897222222,2017,3
SAT,25.0,2701,29.5266666667,-98.4719444444,2017,3
SAV,21.0,607,32.1275,-81.20194,2017,3
SBA,76.0,423,34.42611,-119.84028,2017,3
SBN,29.00000000000017,455,41.70833,-86.31722,2017,3
SBP,73.50000000000006,326,35.23694,-120.64194,2017,3
SCC,33.20000000000002,62,70.19472,-148.46528,2017,3
SCE,63.30000000000021,120,40.84917,-77.84861,2017,3
SDF,35.5,808,38.17444,-85.73611,2017,3
SEA,26.0,10725,47.4488888889,-122.309444444,2017,3
SFO,49.0,14087,37.6180555556,-122.3786111111,2017,3
SGF,28.0,157,37.24556,-93.38861,2017,3
SGU,3.0,240,37.0375,-113.5036111111,2017,3
SHV,42.00000000000006,490,32.44667,-93.82556,2017,3
SIT,44.400000000000034,90,57.04722,-135.36167,2017,3
SJC,27.0,3899,37.3627777778,-121.9291666667,2017,3
SJU,30.09999999999991,2323,18.4380555556,-66.0044444444,2017,3
SLC,23.0,9974,40.7861111111,-111.9822222222,2017,3
SMF,30.0,3629,38.6955555556,-121.5908333333,2017,3
SNA,28.0,3400,33.6755555556,-117.8683333333,2017,3
SPI,29.60000000000001,97,39.84417,-89.67806,2017,3
SPS,51.00000000000006,93,33.98889,-98.49194,2017,3
SRQ,29.69999999999999,418,27.39556,-82.55444,2017,3
STL,30.0,4996,38.7472222222,-90.3613888889,2017,3
STS,29.0,31,38.50889,-122.81278,2017,3
STT,22.600000000000023,517,18.3369444444,-64.9730555556,2017,3
STX,24.10000000000001,110,17.70167,-64.80167,2017,3
SUN,16.0,164,43.50389,-114.29556,2017,3
SWF,49.5,120,41.50417,-74.10472,2017,3
SYR,48.69999999999999,571,43.1127777778,-76.1119444444,2017,3
TLH,16.5,186,30.3952777778,-84.3452777778,2017,3
TPA,26.0,6784,27.9755555556,-82.5333333333,2017,3
TRI,36.60000000000005,188,36.4752139,-82.4074194,2017,3
TTN,23.500000000000057,185,40.27667,-74.81333,2017,3
TUL,15.0,1152,36.19833,-95.88806,2017,3
TUS,34.0,1573,32.11611,-110.94111,2017,3
TVC,82.0,225,44.74139,-85.58222,2017,3
TWF,6.400000000000006,109,42.4818028,-114.4877333,2017,3
TYR,127.0,31,32.3542125,-95.40241917,2017,3
TYS,69.40000000000003,562,35.81111,-83.99389,2017,3
VLD,22.200000000000003,89,30.78139,-83.27611,2017,3
VPS,26.400000000000034,269,30.4833333333,-86.5252777778,2017,3
WRG,45.0,62,56.48444,-132.36972,2017,3
